Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22
Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22
Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
Nostalgia,DS,2008.0,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19
Disgaea DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14
Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14
Monster Rancher DS,DS,2008.0,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13
Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09
Knights in the Nightmare,DS,2008.0,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.09
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.08
Sigma Harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
Summon Night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07
Digimon World Championship,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07
From The Abyss,DS,2008.0,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06
Di-Gata Defenders,DS,2008.0,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06
Summon Night 2,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.06
Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
The Dark Spire,DS,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0,0.05
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
Mazes of Fate DS,DS,2008.0,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04
"My World, My Way (US sales)",DS,2008.0,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04
Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
Kimi no Yuusha,DS,2008.0,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0,0.01
Knights in the Nightmare: DHE Series Special Pack,DS,2008.0,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01
Blazer Drive,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99
Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
Warhammer Online: Age of Reckoning,PC,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
Mount & Blade,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
The Lord of the Rings Online: Mines of Moria,PC,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02
The Rise of the Argonauts,PC,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87
Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
Mana Khemia 2: Fall of Alchemy,PS2,2008.0,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17
Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13
Eternal Poison (JP sales),PS2,2008.0,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.29
White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
The Rise of the Argonauts,PS3,2008.0,Role-Playing,Codemasters,0.05,0.12,0.0,0.03,0.19
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5
Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
Valhalla Knights 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23
Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
Adventures to Go!,PSP,2008.0,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1
Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
Tales of Rebirth,PSP,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
Vantage Master Portable,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
Zwei!!,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008.0,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02
Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39
Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32
Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2
Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13
Baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
Tales of Vesperia,X360,2008.0,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
Infinite Undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69
Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2
Record of Agarest War,X360,2008.0,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2
The Rise of the Argonauts,X360,2008.0,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17
Call of Duty: World at War,DS,2008.0,Shooter,Activision,0.57,0.26,0.0,0.08,0.91
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15
Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
Army Men: Soldiers of Misfortune,DS,2008.0,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12
Bangai-O Spirits,DS,2008.0,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04
Commando: Steel Disaster,DS,2008.0,Shooter,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.02
Ketsui Death Label,DS,2008.0,Shooter,Arika,0.0,0.0,0.02,0.0,0.02
Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49
Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.13,0.0,0.03,0.19
S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
Brothers in Arms: Hell's Highway,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Frontlines: Fuel of War,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
Crysis: Warhead,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Legendary,PC,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38
NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008.0,Shooter,Sega,0.0,0.0,0.04,0.0,0.04
Thunder Force VI,PS2,2008.0,Shooter,Sega,0.0,0.0,0.02,0.0,0.02
Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
Army of Two,PS3,2008.0,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1.0
Brothers in Arms: Hell's Highway,PS3,2008.0,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93
Mercenaries 2: World in Flames,PS3,2008.0,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
Lost Planet: Extreme Condition,PS3,2008.0,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64
Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,0.35
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25
The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23
Conflict: Denied Ops,PS3,2008.0,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19
Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13
The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,Activision,0.09,0.0,0.0,0.01,0.1
The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07
Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06
Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09
Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.2,0.59,0.0,0.19,1.97
The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1
Arcade Shooting Gallery,Wii,2008.0,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19
Army Men: Soldiers of Misfortune,Wii,2008.0,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13
Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12
"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1
Ultimate Shooting Collection,Wii,2008.0,Shooter,Milestone,0.08,0.0,0.0,0.0,0.08
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07
Battle Rage,Wii,2008.0,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02
Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37
Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
Army of Two,X360,2008.0,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
Brothers in Arms: Hell's Highway,X360,2008.0,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
Dark Sector,X360,2008.0,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
Unreal Tournament III,X360,2008.0,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,0.45
Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33
Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29
The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27
Legendary,X360,2008.0,Shooter,Atari,0.08,0.15,0.0,0.03,0.26
Conflict: Denied Ops,X360,2008.0,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19
History Civil War: Secret Missions,X360,2008.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12
Raiden Fighters Aces,X360,2008.0,Shooter,Valcon Games,0.06,0.03,0.0,0.01,0.09
Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Style Savvy,DS,2008.0,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,0.7,0.83,0.0,0.19,1.72
MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
Imagine: Wedding Designer,DS,2008.0,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.28
Imagine: Babysitters,DS,2008.0,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08
Imagine: Fashion Designer New York,DS,2008.0,Simulation,Ubisoft,0.65,0.32,0.0,0.1,1.07
Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.59,0.31,0.0,0.1,0.99
Petz Dogz Fashion,DS,2008.0,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84
Imagine: Rock Star,DS,2008.0,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
My Baby Girl,DS,2008.0,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77
Imagine: Interior Designer,DS,2008.0,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73
The Sims 2: Apartment Pets,DS,2008.0,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
Littlest Pet Shop: Garden,DS,2008.0,Simulation,Electronic Arts,0.31,0.24,0.0,0.06,0.61
Petz: Dogz Pack,DS,2008.0,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61
Littlest Pet Shop: Jungle,DS,2008.0,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.61
Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
Petz Wild Animals: Tigerz,DS,2008.0,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43
Harvest Moon: Grand Bazaar,DS,2008.0,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42
Petz Rescue: Wildlife Vet,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
Puppy Palace,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.37
Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,0.34,0.01,0.0,0.03,0.37
SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.3,0.03,0.0,0.03,0.35
My Baby Boy,DS,2008.0,Simulation,Nobilis,0.3,0.02,0.0,0.03,0.34
Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.02,0.34
Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26
Imagine: Ballet Star,DS,2008.0,Simulation,Ubisoft,0.23,0.01,0.0,0.02,0.25
Paws & Claws: Pet Resort,DS,2008.0,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
Hotel for Dogs,DS,2008.0,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23
What's Cooking? Jamie Oliver,DS,2008.0,Simulation,Atari,0.2,0.01,0.0,0.02,0.23
I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23
Petz Monkeyz House,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23
Discovery Kids: Dolphin Discovery,DS,2008.0,Simulation,505 Games,0.21,0.0,0.0,0.01,0.22
Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19
SimCity Creator (JP sales),DS,2008.0,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18
Sally's Salon,DS,2008.0,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
My Farm Around the World,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11
My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11
Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.08,0.01,0.0,0.01,0.1
Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1
Touch Mechanic,DS,2008.0,Simulation,Nintendo,0.09,0.0,0.0,0.01,0.1
Miami Nights: Singles in the City,DS,2008.0,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08
Mission Runway,DS,2008.0,Simulation,Eidos Interactive,0.07,0.01,0.0,0.01,0.08
Fantasy Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07
Imagine: Gymnast,DS,2008.0,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07
My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
Pop Cutie! Street Fashion Simulation,DS,2008.0,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06
Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
Cesar Millan's Dog Whisperer,DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05
National Geographic Panda (US sales),DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
GoPets: Vacation Island,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04
Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03
Pony Luv,DS,2008.0,Simulation,GSP,0.02,0.0,0.0,0.0,0.02
Mushishi: Amefuru Sato,DS,2008.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Mary King's Riding School,DS,2008.0,Simulation,Ghostlight,0.0,0.02,0.0,0.0,0.02
Dreamer Series: Horse Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Yume Neko DS,DS,2008.0,Simulation,Sega,0.0,0.0,0.02,0.0,0.02
Hotel Giant DS,DS,2008.0,Simulation,Nobilis,0.0,0.01,0.0,0.0,0.01
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01
National Geographic Panda (JP sales),DS,2008.0,Simulation,Ubisoft,0.0,0.0,0.01,0.0,0.01
Plushees,DS,2008.0,Simulation,Destineer,0.01,0.0,0.0,0.0,0.01
Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15
Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09
